student_id,表现档次,风险标签,学生画像类别
pjxyqxbk528,高表现,0,0
pjxyqxbk261,低表现,1,0
pjwtqxbj941,低表现,0,3
pjxyqwbj608,中表现,0,3
pjxyqwbj232,高表现,1,0
pjxyqxbk300,低表现,1,3
pjxyqxbl794,中表现,0,3
pjxyqwbj687,中表现,0,0
pjxyqxbk527,高表现,0,3
pjxyqwbj917,高表现,1,3
pjxyqxbj866,高表现,0,3
pjxuqwbj857,高表现,1,3
pjxyqwbk746,低表现,1,0
pjxwzxfj984,低表现,1,1
pjxuqwbj610,高表现,0,3
pjxyqwbj318,高表现,0,0
pjxyqwbj410,高表现,0,0
pjxxxxbj915,高表现,1,0
pjwtqxbj913,高表现,0,3
pjxyqwbk578,低表现,1,0
pjxuzsfj978,低表现,1,1
pjxqqxbj973,中表现,1,0
pjxyqxbk908,高表现,0,3
pjxyqxbl905,中表现,0,0
pjxuqwbj622,低表现,1,0
pjxyqxbl769,低表现,1,0
pjxyqxbk868,低表现,1,0
pjxyqxbj765,中表现,0,3
pjxyqwbk631,中表现,0,3
pjxyqwbj646,中表现,0,3
pjxyqxbk115,中表现,0,3
pjxyqxbk847,中表现,1,3
pjxyqxbk951,高表现,0,3
pjxyqxbk183,高表现,0,0
pjxyqwbj041,低表现,1,0
pjxyqxbk015,低表现,1,0
pjxrqxbj937,高表现,1,0
pjxpqxbj918,中表现,1,3
pjxyqwbj203,中表现,0,0
pjxyqxbj707,高表现,0,3
pjxrqxbj990,高表现,0,0
pjxyqwbj277,中表现,1,0
pjxyqwbj535,高表现,0,0
pjxyqxbk072,中表现,0,3
pjxyqxbk926,低表现,1,3
pjvyzvfj977,低表现,1,1
pjxuqwbj980,低表现,1,0
pjxyqxbj647,中表现,0,3
pjxwzxbj986,低表现,1,3
pjxyqwbj153,中表现,1,0
pjxyqxbl964,低表现,1,3
pjxuqwbj573,高表现,0,0
pjxuqwbj562,中表现,1,0
pjxuqwbj600,中表现,0,3
pjxyqwbk764,高表现,0,0
pjvyzxbj993,低表现,1,0
pjxuqwbj551,中表现,0,0
pjwtqxbj972,低表现,1,0
pjxwzxfj977,低表现,1,1
pjxyqxbj035,中表现,0,3
pjxyqxbj638,中表现,1,3
pjxrqxbj942,高表现,1,0
pjxrqxbj978,中表现,1,0
pjxyqxbl709,中表现,1,0
pjxyqxbk596,中表现,1,0
pjxyqxbj968,中表现,1,3
pjxyqxbk023,中表现,0,3
pjxyqxbl716,低表现,1,3
pjxyqxbk428,高表现,0,3
pjxyqxbj625,高表现,0,3
pjxxzxkj987,高表现,1,3
pjxyqxbk610,高表现,0,3
pjxxztfj972,低表现,1,1
pjxyqxbl738,中表现,0,0
pjxyqxbk799,高表现,1,0
pjwuzxbj995,低表现,1,3
pjxyqwbj192,低表现,1,3
pjxxztfj991,低表现,1,1
pjxyqxbk573,低表现,1,3
pjxyqwbk907,低表现,1,3
pjxyqxbk336,高表现,0,3
pjxxxxbj907,中表现,1,0
pjxyqxbj769,低表现,1,3
pjxyqxbk182,中表现,1,0
pjxyqxbj896,高表现,0,3
pjwtqxbj998,高表现,1,0
pjxuqwbj505,中表现,1,3
pjxyqwbj197,中表现,1,0
pjxyqwbj044,低表现,1,3
pjxyqxbk995,高表现,1,0
pjxyqwbj733,中表现,1,0
pjxyqwbk562,中表现,0,0
pjwtqxbj974,高表现,0,0
pjxyqwbj191,中表现,0,3
pjxyqwbj488,低表现,1,0
pjxyqxbk898,中表现,0,3
pjxyqxbj317,低表现,1,3
pjxyqxbk171,中表现,0,0
pjxqzxbj989,高表现,1,0
pjxyqxbj100,低表现,1,3
pjxuqwbj881,中表现,0,0
pjxyqxbj484,高表现,0,3
pjxyqxbj657,高表现,1,3
pjxyqxbk160,高表现,1,0
pjxyqwbj058,高表现,0,0
pjxyqxbj692,中表现,1,3
pjxyqxbj676,高表现,1,3
pjxuqwbj529,低表现,1,0
pjxyqwbk581,中表现,1,3
pjwqzwbj998,中表现,0,0
pjxuqwbj755,高表现,1,0
pjxyqxbj051,高表现,1,0
pjxuqwbj850,高表现,0,0
pjxyqxbj784,中表现,0,3
pjxyqwbj333,低表现,1,0
pjxyqwbj336,中表现,1,0
pjxyqxbk823,低表现,1,0
pjxyqxbj120,高表现,0,3
pjxsqxbj752,中表现,1,3
pjxyqwbj769,中表现,1,0
pjxpqxbj957,中表现,1,3
pjwtqxbj984,高表现,1,2
pjxyqwbj777,中表现,1,3
pjxyqwbk741,低表现,1,0
pjxyqxbj628,中表现,0,3
pjxuqwbj788,高表现,0,0
pjxyqxbk116,低表现,1,0
pjxyqwbj369,中表现,1,0
pjxyqxbk070,高表现,0,3
pjxyqxbj718,低表现,0,3
pjxxxxbj980,低表现,1,0
pjxyqwbj663,中表现,0,0
pjwtqxbj928,中表现,1,3
pjxyqxbl925,高表现,0,3
pjxqqxbj961,高表现,0,3
pjxyqwbj627,低表现,1,3
pjxyqwbj408,高表现,1,0
pjxuqwbj517,中表现,0,0
pjxyqxbk634,高表现,0,3
pjxyqwbj889,中表现,0,0
pjxuqwbj781,低表现,1,0
pjxyqxbk713,中表现,0,3
pjxyqxbk378,中表现,0,0
pjxyqxbk391,中表现,0,0
pjxyqxbl713,低表现,1,3
pjxyqxbk943,中表现,1,3
pjxyqxbk631,低表现,1,0
pjxyqwbk727,低表现,1,0
pjwrqxbj919,低表现,1,3
pjxwzxbj998,低表现,1,3
pjxuqwbj492,高表现,1,0
pjxuqwbj705,低表现,1,3
pjxyqxbj325,高表现,1,3
pjxyqxbk880,高表现,1,3
pjxqzxbj980,高表现,1,0
pjxyqxbj283,高表现,0,0
pjxyqwbj031,中表现,0,0
pjxyqxbk759,中表现,1,3
pjxrqxbj908,高表现,1,3
pjxyqxbk262,中表现,1,0
pjxuqwbj608,中表现,1,0
pjxuzsfj981,低表现,1,1
pjxyqxbj139,高表现,1,0
pjxyqxbk042,中表现,1,3
pjxyqwbj903,低表现,1,0
pjxyqxbk497,低表现,1,0
pjwtqxbj942,中表现,1,3
pjxqzxbj982,低表现,1,3
pjxsqxbj892,高表现,0,3
pjxyqxbj392,高表现,0,3
pjxyqxbj125,中表现,0,3
